symbol,date      ,price
STK1  ,Jan 1 2000,39.81
STK1  ,Feb 1 2000,36.35
STK1  ,Mar 1 2000,43.22
STK1  ,Apr 1 2000,28.37
STK1  ,May 1 2000,25.45
STK1  ,Jun 1 2000,32.54
STK1  ,Jul 1 2000,28.4
STK1  ,Aug 1 2000,28.4
STK1  ,Sep 1 2000,24.53
STK1  ,Oct 1 2000,28.02
STK1  ,Nov 1 2000,23.34
STK1  ,Dec 1 2000,17.65
STK1  ,Jan 1 2001,24.84
STK1  ,Feb 1 2001,24
STK1  ,Mar 1 2001,22.25
STK1  ,Apr 1 2001,27.56
STK1  ,May 1 2001,28.14
STK1  ,Jun 1 2001,29.7
STK1  ,Jul 1 2001,26.93
STK1  ,Aug 1 2001,23.21
STK1  ,Sep 1 2001,20.82
STK1  ,Oct 1 2001,23.65
STK1  ,Nov 1 2001,26.12
STK1  ,Dec 1 2001,26.95
STK1  ,Jan 1 2002,25.92
STK1  ,Feb 1 2002,23.73
STK1  ,Mar 1 2002,24.53
STK1  ,Apr 1 2002,21.26
STK1  ,May 1 2002,20.71
STK1  ,Jun 1 2002,22.25
STK1  ,Jul 1 2002,19.52
STK1  ,Aug 1 2002,19.97
STK1  ,Sep 1 2002,17.79
STK1  ,Oct 1 2002,21.75
STK1  ,Nov 1 2002,23.46
STK1  ,Dec 1 2002,21.03
STK1  ,Jan 1 2003,19.31
STK1  ,Feb 1 2003,19.34
STK1  ,Mar 1 2003,19.76
STK1  ,Apr 1 2003,20.87
STK1  ,May 1 2003,20.09
STK1  ,Jun 1 2003,20.93
STK1  ,Jul 1 2003,21.56
STK1  ,Aug 1 2003,21.65
STK1  ,Sep 1 2003,22.69
STK1  ,Oct 1 2003,21.45
STK1  ,Nov 1 2003,21.1
STK1  ,Dec 1 2003,22.46
STK1  ,Jan 1 2004,22.69
STK1  ,Feb 1 2004,21.77
STK1  ,Mar 1 2004,20.46
STK1  ,Apr 1 2004,21.45
STK1  ,May 1 2004,21.53
STK1  ,Jun 1 2004,23.44
STK1  ,Jul 1 2004,23.38
STK1  ,Aug 1 2004,22.47
STK1  ,Sep 1 2004,22.76
STK1  ,Oct 1 2004,23.02
STK1  ,Nov 1 2004,24.6
STK1  ,Dec 1 2004,24.52
STK1  ,Jan 1 2005,24.11
STK1  ,Feb 1 2005,23.15
STK1  ,Mar 1 2005,22.24
STK1  ,Apr 1 2005,23.28
STK1  ,May 1 2005,23.82
STK1  ,Jun 1 2005,22.93
STK1  ,Jul 1 2005,23.64
STK1  ,Aug 1 2005,25.35
STK1  ,Sep 1 2005,23.83
STK1  ,Oct 1 2005,23.8
STK1  ,Nov 1 2005,25.71
STK1  ,Dec 1 2005,24.29
STK1  ,Jan 1 2006,26.14
STK1  ,Feb 1 2006,25.04
STK1  ,Mar 1 2006,25.36
STK1  ,Apr 1 2006,22.5
STK1  ,May 1 2006,21.19
STK1  ,Jun 1 2006,21.8
STK1  ,Jul 1 2006,22.51
STK1  ,Aug 1 2006,24.13
STK1  ,Sep 1 2006,25.68
STK1  ,Oct 1 2006,26.96
STK1  ,Nov 1 2006,27.66
STK1  ,Dec 1 2006,28.13
STK1  ,Jan 1 2007,29.07
STK1  ,Feb 1 2007,26.63
STK1  ,Mar 1 2007,26.35
STK1  ,Apr 1 2007,28.3
STK1  ,May 1 2007,29.11
STK1  ,Jun 1 2007,27.95
STK1  ,Jul 1 2007,27.5
STK1  ,Aug 1 2007,27.34
STK1  ,Sep 1 2007,28.04
STK1  ,Oct 1 2007,35.03
STK1  ,Nov 1 2007,32.09
STK1  ,Dec 1 2007,34
STK1  ,Jan 1 2008,31.13
STK1  ,Feb 1 2008,26.07
STK1  ,Mar 1 2008,27.21
STK1  ,Apr 1 2008,27.34
STK1  ,May 1 2008,27.25
STK1  ,Jun 1 2008,26.47
STK1  ,Jul 1 2008,24.75
STK1  ,Aug 1 2008,26.36
STK1  ,Sep 1 2008,25.78
STK1  ,Oct 1 2008,21.57
STK1  ,Nov 1 2008,19.66
STK1  ,Dec 1 2008,18.91
STK1  ,Jan 1 2009,16.63
STK1  ,Feb 1 2009,15.81
STK1  ,Mar 1 2009,17.99
STK1  ,Apr 1 2009,19.84
STK1  ,May 1 2009,20.59
STK1  ,Jun 1 2009,23.42
STK1  ,Jul 1 2009,23.18
STK1  ,Aug 1 2009,24.43
STK1  ,Sep 1 2009,25.49
STK1  ,Oct 1 2009,27.48
STK1  ,Nov 1 2009,29.27
STK1  ,Dec 1 2009,30.34
STK1  ,Jan 1 2010,28.05
STK1  ,Feb 1 2010,28.67
STK1  ,Mar 1 2010,28.8
STK2  ,Jan 1 2000,64.56
STK2  ,Feb 1 2000,68.87
STK2  ,Mar 1 2000,67
STK2  ,Apr 1 2000,55.19
STK2  ,May 1 2000,48.31
STK2  ,Jun 1 2000,36.31
STK2  ,Jul 1 2000,30.12
STK2  ,Aug 1 2000,41.5
STK2  ,Sep 1 2000,38.44
STK2  ,Oct 1 2000,36.62
STK2  ,Nov 1 2000,24.69
STK2  ,Dec 1 2000,15.56
STK2  ,Jan 1 2001,17.31
STK2  ,Feb 1 2001,10.19
STK2  ,Mar 1 2001,10.23
STK2  ,Apr 1 2001,15.78
STK2  ,May 1 2001,16.69
STK2  ,Jun 1 2001,14.15
STK2  ,Jul 1 2001,12.49
STK2  ,Aug 1 2001,8.94
STK2  ,Sep 1 2001,5.97
STK2  ,Oct 1 2001,6.98
STK2  ,Nov 1 2001,11.32
STK2  ,Dec 1 2001,10.82
STK2  ,Jan 1 2002,14.19
STK2  ,Feb 1 2002,14.1
STK2  ,Mar 1 2002,14.3
STK2  ,Apr 1 2002,16.69
STK2  ,May 1 2002,18.23
STK2  ,Jun 1 2002,16.25
STK2  ,Jul 1 2002,14.45
STK2  ,Aug 1 2002,14.94
STK2  ,Sep 1 2002,15.93
STK2  ,Oct 1 2002,19.36
STK2  ,Nov 1 2002,23.35
STK2  ,Dec 1 2002,18.89
STK2  ,Jan 1 2003,21.85
STK2  ,Feb 1 2003,22.01
STK2  ,Mar 1 2003,26.03
STK2  ,Apr 1 2003,28.69
STK2  ,May 1 2003,35.89
STK2  ,Jun 1 2003,36.32
STK2  ,Jul 1 2003,41.64
STK2  ,Aug 1 2003,46.32
STK2  ,Sep 1 2003,48.43
STK2  ,Oct 1 2003,54.43
STK2  ,Nov 1 2003,53.97
STK2  ,Dec 1 2003,52.62
STK2  ,Jan 1 2004,50.4
STK2  ,Feb 1 2004,43.01
STK2  ,Mar 1 2004,43.28
STK2  ,Apr 1 2004,43.6
STK2  ,May 1 2004,48.5
STK2  ,Jun 1 2004,54.4
STK2  ,Jul 1 2004,38.92
STK2  ,Aug 1 2004,38.14
STK2  ,Sep 1 2004,40.86
STK2  ,Oct 1 2004,34.13
STK2  ,Nov 1 2004,39.68
STK2  ,Dec 1 2004,44.29
STK2  ,Jan 1 2005,43.22
STK2  ,Feb 1 2005,35.18
STK2  ,Mar 1 2005,34.27
STK2  ,Apr 1 2005,32.36
STK2  ,May 1 2005,35.51
STK2  ,Jun 1 2005,33.09
STK2  ,Jul 1 2005,45.15
STK2  ,Aug 1 2005,42.7
STK2  ,Sep 1 2005,45.3
STK2  ,Oct 1 2005,39.86
STK2  ,Nov 1 2005,48.46
STK2  ,Dec 1 2005,47.15
STK2  ,Jan 1 2006,44.82
STK2  ,Feb 1 2006,37.44
STK2  ,Mar 1 2006,36.53
STK2  ,Apr 1 2006,35.21
STK2  ,May 1 2006,34.61
STK2  ,Jun 1 2006,38.68
STK2  ,Jul 1 2006,26.89
STK2  ,Aug 1 2006,30.83
STK2  ,Sep 1 2006,32.12
STK2  ,Oct 1 2006,38.09
STK2  ,Nov 1 2006,40.34
STK2  ,Dec 1 2006,39.46
STK2  ,Jan 1 2007,37.67
STK2  ,Feb 1 2007,39.14
STK2  ,Mar 1 2007,39.79
STK2  ,Apr 1 2007,61.33
STK2  ,May 1 2007,69.14
STK2  ,Jun 1 2007,68.41
STK2  ,Jul 1 2007,78.54
STK2  ,Aug 1 2007,79.91
STK2  ,Sep 1 2007,93.15
STK2  ,Oct 1 2007,89.15
STK2  ,Nov 1 2007,90.56
STK2  ,Dec 1 2007,92.64
STK2  ,Jan 1 2008,77.7
STK2  ,Feb 1 2008,64.47
STK2  ,Mar 1 2008,71.3
STK2  ,Apr 1 2008,78.63
STK2  ,May 1 2008,81.62
STK2  ,Jun 1 2008,73.33
STK2  ,Jul 1 2008,76.34
STK2  ,Aug 1 2008,80.81
STK2  ,Sep 1 2008,72.76
STK2  ,Oct 1 2008,57.24
STK2  ,Nov 1 2008,42.7
STK2  ,Dec 1 2008,51.28
STK2  ,Jan 1 2009,58.82
STK2  ,Feb 1 2009,64.79
STK2  ,Mar 1 2009,73.44
STK2  ,Apr 1 2009,80.52
STK2  ,May 1 2009,77.99
STK2  ,Jun 1 2009,83.66
STK2  ,Jul 1 2009,85.76
STK2  ,Aug 1 2009,81.19
STK2  ,Sep 1 2009,93.36
STK2  ,Oct 1 2009,118.81
STK2  ,Nov 1 2009,135.91
STK2  ,Dec 1 2009,134.52
STK2  ,Jan 1 2010,125.41
STK2  ,Feb 1 2010,118.4
STK2  ,Mar 1 2010,128.82
STK3  ,Jan 1 2000,100.52
STK3  ,Feb 1 2000,92.11
STK3  ,Mar 1 2000,106.11
STK3  ,Apr 1 2000,99.95
STK3  ,May 1 2000,96.31
STK3  ,Jun 1 2000,98.33
STK3  ,Jul 1 2000,100.74
STK3  ,Aug 1 2000,118.62
STK3  ,Sep 1 2000,101.19
STK3  ,Oct 1 2000,88.5
STK3  ,Nov 1 2000,84.12
STK3  ,Dec 1 2000,76.47
STK3  ,Jan 1 2001,100.76
STK3  ,Feb 1 2001,89.98
STK3  ,Mar 1 2001,86.63
STK3  ,Apr 1 2001,103.7
STK3  ,May 1 2001,100.82
STK3  ,Jun 1 2001,102.35
STK3  ,Jul 1 2001,94.87
STK3  ,Aug 1 2001,90.25
STK3  ,Sep 1 2001,82.82
STK3  ,Oct 1 2001,97.58
STK3  ,Nov 1 2001,104.5
STK3  ,Dec 1 2001,109.36
STK3  ,Jan 1 2002,97.54
STK3  ,Feb 1 2002,88.82
STK3  ,Mar 1 2002,94.15
STK3  ,Apr 1 2002,75.82
STK3  ,May 1 2002,72.97
STK3  ,Jun 1 2002,65.31
STK3  ,Jul 1 2002,63.86
STK3  ,Aug 1 2002,68.52
STK3  ,Sep 1 2002,53.01
STK3  ,Oct 1 2002,71.76
STK3  ,Nov 1 2002,79.16
STK3  ,Dec 1 2002,70.58
STK3  ,Jan 1 2003,71.22
STK3  ,Feb 1 2003,71.13
STK3  ,Mar 1 2003,71.57
STK3  ,Apr 1 2003,77.47
STK3  ,May 1 2003,80.48
STK3  ,Jun 1 2003,75.42
STK3  ,Jul 1 2003,74.28
STK3  ,Aug 1 2003,75.12
STK3  ,Sep 1 2003,80.91
STK3  ,Oct 1 2003,81.96
STK3  ,Nov 1 2003,83.08
STK3  ,Dec 1 2003,85.05
STK3  ,Jan 1 2004,91.06
STK3  ,Feb 1 2004,88.7
STK3  ,Mar 1 2004,84.41
STK3  ,Apr 1 2004,81.04
STK3  ,May 1 2004,81.59
STK3  ,Jun 1 2004,81.19
STK3  ,Jul 1 2004,80.19
STK3  ,Aug 1 2004,78.17
STK3  ,Sep 1 2004,79.13
STK3  ,Oct 1 2004,82.84
STK3  ,Nov 1 2004,87.15
STK3  ,Dec 1 2004,91.16
STK3  ,Jan 1 2005,86.39
STK3  ,Feb 1 2005,85.78
STK3  ,Mar 1 2005,84.66
STK3  ,Apr 1 2005,70.77
STK3  ,May 1 2005,70.18
STK3  ,Jun 1 2005,68.93
STK3  ,Jul 1 2005,77.53
STK3  ,Aug 1 2005,75.07
STK3  ,Sep 1 2005,74.7
STK3  ,Oct 1 2005,76.25
STK3  ,Nov 1 2005,82.98
STK3  ,Dec 1 2005,76.73
STK3  ,Jan 1 2006,75.89
STK3  ,Feb 1 2006,75.09
STK3  ,Mar 1 2006,77.17
STK3  ,Apr 1 2006,77.05
STK3  ,May 1 2006,75.04
STK3  ,Jun 1 2006,72.15
STK3  ,Jul 1 2006,72.7
STK3  ,Aug 1 2006,76.35
STK3  ,Sep 1 2006,77.26
STK3  ,Oct 1 2006,87.06
STK3  ,Nov 1 2006,86.95
STK3  ,Dec 1 2006,91.9
STK3  ,Jan 1 2007,93.79
STK3  ,Feb 1 2007,88.18
STK3  ,Mar 1 2007,89.44
STK3  ,Apr 1 2007,96.98
STK3  ,May 1 2007,101.54
STK3  ,Jun 1 2007,100.25
STK3  ,Jul 1 2007,105.4
STK3  ,Aug 1 2007,111.54
STK3  ,Sep 1 2007,112.6
STK3  ,Oct 1 2007,111
STK3  ,Nov 1 2007,100.9
STK3  ,Dec 1 2007,103.7
STK3  ,Jan 1 2008,102.75
STK3  ,Feb 1 2008,109.64
STK3  ,Mar 1 2008,110.87
STK3  ,Apr 1 2008,116.23
STK3  ,May 1 2008,125.14
STK3  ,Jun 1 2008,114.6
STK3  ,Jul 1 2008,123.74
STK3  ,Aug 1 2008,118.16
STK3  ,Sep 1 2008,113.53
STK3  ,Oct 1 2008,90.24
STK3  ,Nov 1 2008,79.65
STK3  ,Dec 1 2008,82.15
STK3  ,Jan 1 2009,89.46
STK3  ,Feb 1 2009,90.32
STK3  ,Mar 1 2009,95.09
STK3  ,Apr 1 2009,101.29
STK3  ,May 1 2009,104.85
STK3  ,Jun 1 2009,103.01
STK3  ,Jul 1 2009,116.34
STK3  ,Aug 1 2009,117
STK3  ,Sep 1 2009,118.55
STK3  ,Oct 1 2009,119.54
STK3  ,Nov 1 2009,125.79
STK3  ,Dec 1 2009,130.32
STK3  ,Jan 1 2010,121.85
STK3  ,Feb 1 2010,127.16
STK3  ,Mar 1 2010,125.55
STK4  ,Aug 1 2004,102.37
STK4  ,Sep 1 2004,129.6
STK4  ,Oct 1 2004,190.64
STK4  ,Nov 1 2004,181.98
STK4  ,Dec 1 2004,192.79
STK4  ,Jan 1 2005,195.62
STK4  ,Feb 1 2005,187.99
STK4  ,Mar 1 2005,180.51
STK4  ,Apr 1 2005,220
STK4  ,May 1 2005,277.27
STK4  ,Jun 1 2005,294.15
STK4  ,Jul 1 2005,287.76
STK4  ,Aug 1 2005,286
STK4  ,Sep 1 2005,316.46
STK4  ,Oct 1 2005,372.14
STK4  ,Nov 1 2005,404.91
STK4  ,Dec 1 2005,414.86
STK4  ,Jan 1 2006,432.66
STK4  ,Feb 1 2006,362.62
STK4  ,Mar 1 2006,390
STK4  ,Apr 1 2006,417.94
STK4  ,May 1 2006,371.82
STK4  ,Jun 1 2006,419.33
STK4  ,Jul 1 2006,386.6
STK4  ,Aug 1 2006,378.53
STK4  ,Sep 1 2006,401.9
STK4  ,Oct 1 2006,476.39
STK4  ,Nov 1 2006,484.81
STK4  ,Dec 1 2006,460.48
STK4  ,Jan 1 2007,501.5
STK4  ,Feb 1 2007,449.45
STK4  ,Mar 1 2007,458.16
STK4  ,Apr 1 2007,471.38
STK4  ,May 1 2007,497.91
STK4  ,Jun 1 2007,522.7
STK4  ,Jul 1 2007,510
STK4  ,Aug 1 2007,515.25
STK4  ,Sep 1 2007,567.27
STK4  ,Oct 1 2007,707
STK4  ,Nov 1 2007,693
STK4  ,Dec 1 2007,691.48
STK4  ,Jan 1 2008,564.3
STK4  ,Feb 1 2008,471.18
STK4  ,Mar 1 2008,440.47
STK4  ,Apr 1 2008,574.29
STK4  ,May 1 2008,585.8
STK4  ,Jun 1 2008,526.42
STK4  ,Jul 1 2008,473.75
STK4  ,Aug 1 2008,463.29
STK4  ,Sep 1 2008,400.52
STK4  ,Oct 1 2008,359.36
STK4  ,Nov 1 2008,292.96
STK4  ,Dec 1 2008,307.65
STK4  ,Jan 1 2009,338.53
STK4  ,Feb 1 2009,337.99
STK4  ,Mar 1 2009,348.06
STK4  ,Apr 1 2009,395.97
STK4  ,May 1 2009,417.23
STK4  ,Jun 1 2009,421.59
STK4  ,Jul 1 2009,443.05
STK4  ,Aug 1 2009,461.67
STK4  ,Sep 1 2009,495.85
STK4  ,Oct 1 2009,536.12
STK4  ,Nov 1 2009,583
STK4  ,Dec 1 2009,619.98
STK4  ,Jan 1 2010,529.94
STK4  ,Feb 1 2010,526.8
STK4  ,Mar 1 2010,560.19
AAPL  ,Jan 1 2000,25.94
AAPL  ,Feb 1 2000,28.66
AAPL  ,Mar 1 2000,33.95
AAPL  ,Apr 1 2000,31.01
AAPL  ,May 1 2000,21
AAPL  ,Jun 1 2000,26.19
AAPL  ,Jul 1 2000,25.41
AAPL  ,Aug 1 2000,30.47
AAPL  ,Sep 1 2000,12.88
AAPL  ,Oct 1 2000,9.78
AAPL  ,Nov 1 2000,8.25
AAPL  ,Dec 1 2000,7.44
AAPL  ,Jan 1 2001,10.81
AAPL  ,Feb 1 2001,9.12
AAPL  ,Mar 1 2001,11.03
AAPL  ,Apr 1 2001,12.74
AAPL  ,May 1 2001,9.98
AAPL  ,Jun 1 2001,11.62
AAPL  ,Jul 1 2001,9.4
AAPL  ,Aug 1 2001,9.27
AAPL  ,Sep 1 2001,7.76
AAPL  ,Oct 1 2001,8.78
AAPL  ,Nov 1 2001,10.65
AAPL  ,Dec 1 2001,10.95
AAPL  ,Jan 1 2002,12.36
AAPL  ,Feb 1 2002,10.85
AAPL  ,Mar 1 2002,11.84
AAPL  ,Apr 1 2002,12.14
AAPL  ,May 1 2002,11.65
AAPL  ,Jun 1 2002,8.86
AAPL  ,Jul 1 2002,7.63
AAPL  ,Aug 1 2002,7.38
AAPL  ,Sep 1 2002,7.25
AAPL  ,Oct 1 2002,8.03
AAPL  ,Nov 1 2002,7.75
AAPL  ,Dec 1 2002,7.16
AAPL  ,Jan 1 2003,7.18
AAPL  ,Feb 1 2003,7.51
AAPL  ,Mar 1 2003,7.07
AAPL  ,Apr 1 2003,7.11
AAPL  ,May 1 2003,8.98
AAPL  ,Jun 1 2003,9.53
AAPL  ,Jul 1 2003,10.54
AAPL  ,Aug 1 2003,11.31
AAPL  ,Sep 1 2003,10.36
AAPL  ,Oct 1 2003,11.44
AAPL  ,Nov 1 2003,10.45
AAPL  ,Dec 1 2003,10.69
AAPL  ,Jan 1 2004,11.28
AAPL  ,Feb 1 2004,11.96
AAPL  ,Mar 1 2004,13.52
AAPL  ,Apr 1 2004,12.89
AAPL  ,May 1 2004,14.03
AAPL  ,Jun 1 2004,16.27
AAPL  ,Jul 1 2004,16.17
AAPL  ,Aug 1 2004,17.25
AAPL  ,Sep 1 2004,19.38
AAPL  ,Oct 1 2004,26.2
AAPL  ,Nov 1 2004,33.53
AAPL  ,Dec 1 2004,32.2
AAPL  ,Jan 1 2005,38.45
AAPL  ,Feb 1 2005,44.86
AAPL  ,Mar 1 2005,41.67
AAPL  ,Apr 1 2005,36.06
AAPL  ,May 1 2005,39.76
AAPL  ,Jun 1 2005,36.81
AAPL  ,Jul 1 2005,42.65
AAPL  ,Aug 1 2005,46.89
AAPL  ,Sep 1 2005,53.61
AAPL  ,Oct 1 2005,57.59
AAPL  ,Nov 1 2005,67.82
AAPL  ,Dec 1 2005,71.89
AAPL  ,Jan 1 2006,75.51
AAPL  ,Feb 1 2006,68.49
AAPL  ,Mar 1 2006,62.72
AAPL  ,Apr 1 2006,70.39
AAPL  ,May 1 2006,59.77
AAPL  ,Jun 1 2006,57.27
AAPL  ,Jul 1 2006,67.96
AAPL  ,Aug 1 2006,67.85
AAPL  ,Sep 1 2006,76.98
AAPL  ,Oct 1 2006,81.08
AAPL  ,Nov 1 2006,91.66
AAPL  ,Dec 1 2006,84.84
AAPL  ,Jan 1 2007,85.73
AAPL  ,Feb 1 2007,84.61
AAPL  ,Mar 1 2007,92.91
AAPL  ,Apr 1 2007,99.8
AAPL  ,May 1 2007,121.19
AAPL  ,Jun 1 2007,122.04
AAPL  ,Jul 1 2007,131.76
AAPL  ,Aug 1 2007,138.48
AAPL  ,Sep 1 2007,153.47
AAPL  ,Oct 1 2007,189.95
AAPL  ,Nov 1 2007,182.22
AAPL  ,Dec 1 2007,198.08
AAPL  ,Jan 1 2008,135.36
AAPL  ,Feb 1 2008,125.02
AAPL  ,Mar 1 2008,143.5
AAPL  ,Apr 1 2008,173.95
AAPL  ,May 1 2008,188.75
AAPL  ,Jun 1 2008,167.44
AAPL  ,Jul 1 2008,158.95
AAPL  ,Aug 1 2008,169.53
AAPL  ,Sep 1 2008,113.66
AAPL  ,Oct 1 2008,107.59
AAPL  ,Nov 1 2008,92.67
AAPL  ,Dec 1 2008,85.35
AAPL  ,Jan 1 2009,90.13
AAPL  ,Feb 1 2009,89.31
AAPL  ,Mar 1 2009,105.12
AAPL  ,Apr 1 2009,125.83
AAPL  ,May 1 2009,135.81
AAPL  ,Jun 1 2009,142.43
AAPL  ,Jul 1 2009,163.39
AAPL  ,Aug 1 2009,168.21
AAPL  ,Sep 1 2009,185.35
AAPL  ,Oct 1 2009,188.5
AAPL  ,Nov 1 2009,199.91
AAPL  ,Dec 1 2009,210.73
AAPL  ,Jan 1 2010,192.06
AAPL  ,Feb 1 2010,204.62
AAPL  ,Mar 1 2010,223.02